10,158,284,637,940,1181,1319,1457,1639,1879,2167
141,617,1122,1585,1946,2211,2638,3068,3867,3985,4000
53,542,1045,1439,1680,2263,2746,3024,3392,3747,3944
18,487,734,1168,1527,1905,2423,2871,3245,3606,3972
15,442,786,1232,1738,2093,2531,2947,3151,3519,3818
89,469,811,1556,1835,2346,2717,3171,3494,3692,3910
57,557,921,1175,1524,1895,2205,2384,2874,3467,3841
67,414,1057,1294,1599,1887,2141,2541,2986,3390,3644
16,362,578,828,1292,1489,1944,2321,2644,2866,3417
56,631,1298,1682,1951,2293,2568,2801,3371,3672,3836
14,340,592,933,1207,1428,2031,2623,3025,3259,3608
44,510,722,975,1748,2245,2456,2972,3311,3744,3926
153,388,1189,1512,1935,2535,2935,3241,3555,3713,3946
36,399,714,1036,1495,2009,2359,2528,2900,3159,3588
118,421,762,1126,1399,1651,2264,2553,2987,3263,3596
126,519,831,1459,1909,2311,2622,3108,3337,3756,3912
38,446,646,858,1413,1966,2379,2762,3168,3504,3788
6,444,1073,1467,2079,2546,2759,3136,3565,3823,3988
98,465,873,1406,1798,2328,2716,3190,3476,3686,3876
35,242,658,934,1312,1686,1984,2471,2867,3132,3426
28,387,815,1003,1337,2137,2606,3053,3413,3740,3909
11,403,950,1874,2387,2826,3240,3511,3838,3949,3986
20,511,1087,1325,1593,2395,2688,3046,3360,3643,3875
3,532,973,1304,1732,2148,2517,2977,3385,3719,3861
2,423,855,1479,1766,2069,2240,2620,2923,3338,3569
9,501,909,1502,1932,2208,2477,3018,3301,3706,3879
48,546,956,1646,2172,2511,2965,3342,3641,3895,3964
12,291,667,1119,1380,1698,2286,2703,3143,3546,3849
5,332,793,1090,1336,1521,2051,2273,2512,2802,3057
8,225,709,1316,1666,2171,2513,2966,3361,3575,3704
39,282,955,1227,1528,1824,2161,2608,2988,3316,3656
17,303,641,894,1351,1854,2224,2585,2975,3397,3762
1,267,664,884,1145,1709,2341,2690,2892,3317,3733
25,356,692,982,1219,1619,1853,2099,2475,2725,3196
90,333,615,1062,1514,1865,2391,2838,3287,3615,3894
214,415,838,1040,1477,1897,2222,2592,3070,3333,3839
7,384,1094,1674,2016,2420,2906,3400,3781,3923,3992
43,466,795,1131,1736,2284,2685,3216,3774,3891,3989
29,288,657,1031,1454,1761,2291,2697,3347,3560,3754
26,338,580,1200,1505,1760,2155,2521,2852,3204,3559
