186,8,211/2
1067,37,1247/2
896,17,598
822,2,535
710,11,494
935,7,638
597,1,679/2
942,19,1035/2
994,4,662
1139,26,1483/2
855,50,1223/2
968,18,1483/2
794,27,519
929,11,1187/2
827,11,1147/2
1091,25,784
858,8,639
684,52,452
877,27,624
779,61,568
1005,20,704
885,7,1165/2
931,5,1251/2
801,22,532
761,9,528
866,6,578
838,22,590
689,23,532
955,22,705
919,6,1331/2
727,27,1033/2
630,5,803/2
889,39,640
759,78,538
750,50,965/2
750,77,1007/2
546,31,715/2
867,1,1339/2
683,36,1019/2
965,4,669
