989,13,689
1048,16,639
884,11,1147/2
1045,2,1249/2
882,13,1123/2
970,4,669
833,22,500
882,8,1043/2
561,33,379
1091,24,1301/2
685,14,441
640,12,813/2
649,29,905/2
854,27,1077/2
816,71,1073/2
874,33,1143/2
817,44,1159/2
604,21,405
948,8,1177/2
761,71,580
807,1,1057/2
1042,29,1645/2
910,22,652
806,1,543
851,2,1143/2
771,25,1087/2
876,8,1051/2
981,31,758
1031,20,745
873,21,594
932,47,1301/2
859,18,1237/2
708,13,508
881,6,1213/2
695,14,453
778,4,502
740,27,1109/2
883,30,1119/2
1122,3,750
852,7,596
