1027,1,1249/2
845,5,539
838,1,589
1051,13,622
708,37,410
730,37,869/2
758,9,495
923,12,624
944,5,1407/2
797,5,533
933,25,1263/2
870,12,523
833,22,1151/2
657,1,443
808,17,575
821,4,488
724,26,1079/2
675,2,471
809,22,1171/2
656,6,452
951,4,608
750,8,559
891,11,1255/2
848,2,534
812,17,556
778,6,1019/2
936,8,1193/2
817,14,1135/2
931,10,1327/2
731,11,1059/2
946,10,766
972,9,1363/2
705,12,959/2
625,6,729/2
779,30,540
973,16,623
801,29,565
912,20,1169/2
1071,43,1493/2
1198,3,878
