10,158,284,637,940,1181,1319,1457,1639,1879,2167
6,195,350,424,504,567,619,679,723,758,808
29,138,283,411,503,571,623,688,772,813,890
61,141,215,267,360,398,445,498,537,591,635
34,221,407,531,624,698,807,884,938,1002,1052
66,268,379,463,585,650,709,745,799,847,881
12,125,180,244,279,362,431,484,512,540,585
3,200,309,431,536,630,675,760,797,830,912
23,137,298,365,475,522,585,635,697,723,768
30,111,254,324,379,454,513,572,631,654,687
12,107,187,274,401,484,533,583,636,691,734
7,107,278,448,583,653,721,803,850,909,970
9,193,281,372,464,599,721,799,864,895,933
7,106,225,289,326,429,515,553,580,604,622
45,165,273,353,432,593,646,686,763,822,863
26,206,329,434,490,536,589,660,697,725,784
31,158,316,402,460,518,565,621,671,752,792
16,186,520,589,662,770,863,915,1004,1037,1080
53,218,342,467,571,689,744,809,840,879,924
20,124,249,370,493,564,630,740,785,827,893
11,219,312,422,512,582,666,759,809,906,936
10,212,346,480,633,746,806,963,1005,1052,1091
5,243,369,488,555,633,683,710,749,807,839
4,153,355,482,554,632,717,774,803,853,895
8,125,244,304,363,411,450,511,578,613,643
14,144,254,435,532,604,663,735,776,803,840
12,148,240,320,351,466,517,552,573,602,628
2,188,292,414,506,580,652,728,817,846,877
15,203,293,447,493,589,645,698,734,777,813
23,138,310,430,533,620,707,801,847,886,935
10,134,231,306,355,411,458,502,539,576,604
11,144,225,350,519,586,664,728,772,855,873
2,116,287,408,465,549,628,705,807,847,921
15,179,348,452,600,686,747,788,835,876,897
3,107,183,264,368,423,475,501,547,587,630
1,191,261,346,435,531,618,672,737,778,818
7,158,251,352,501,634,694,740,806,854,939
10,87,195,370,451,526,590,664,729,786,831
4,146,273,420,501,599,712,752,796,898,946
9,156,346,486,586,625,712,769,832,885,915
