780,51,532
856,35,1121/2
1121,13,716
1005,7,1127/2
928,21,581
1115,4,1589/2
674,2,839/2
915,5,1059/2
1062,19,714
871,15,1235/2
587,5,723/2
712,4,479
723,16,973/2
578,10,377
893,7,656
861,16,586
722,7,1077/2
869,3,1329/2
705,10,1001/2
729,12,1021/2
965,5,1507/2
1044,23,710
752,29,530
865,21,676
931,27,671
731,5,1087/2
976,80,714
712,13,967/2
805,47,1081/2
668,18,931/2
848,7,528
783,103,571
810,20,489
949,13,1341/2
893,3,676
889,7,597
807,17,1261/2
694,10,511
939,11,653
611,37,435
