228

454								 750 	 600 	 650 	 500 	 410 	 440 	 340 	 250 	 350 	 330 	 340 	 300 	 250 	 210 	 255 	 250 	 200 	 225 	 214 	 180 
20								 50 	 20 	 15 	 21 	 15 	 18 	 23 	 30 	 24 	 15 	 14 	 20 	 30 	 25 	 22 	 20 	 24 	 35 	 21 	 25 
664								 930 	 650 	 480 	 450 	 340 	 330 	 320 	 310 	 300 	 250 	 300 	 250 	 280 	 200 	 255 	 175 	 230 	 190 	 215 	 165 
389								 630 	 540 	 520 	 250 	 170 	 200 	 200 	 195 	 213 	 224 	 250 	 220 	 235 	 240 	 210 	 225 	 240 	 233 	 243 	 210 
15								 15 	 25 	 30 	 35 	 40 	 45 	 60 	 70 	 75 	 70 	 98 	 80 	 80 	 75 	 85 	 75 	 80 	 70 	 65 	 60 
30								 40 	 30 	 20 	 25 	 40 	 40 	 60 	 55 	 70 	 75 	 65 	 70 	 70 	 70 	 85 	 85 	 90 	 65 	 65 	 50 
25								 90 	 20 	 15 	 15 	 18 	 25 	 35 	 25 	 20 	 33 	 40 	 30 	 32 	 45 	 35 	 40 	 55 	 45 	 55 	 80 
18								 25 	 20 	 20 	 20 	 15 	 20 	 30 	 35 	 32 	 36 	 45 	 35 	 50 	 40 	 35 	 55 	 45 	 40 	 45 	 30 
15								 25 	 20 	 18 	 45 	 50 	 65 	 70 	 95 	 110 	 95 	 102 	 118 	 106 	 139 	 128 	 124 	 134 	 125 	 123 	 107 
50								 30 	 35 	 50 	 55 	 60 	 80 	 100 	 114 	 119 	 137 	 127 	 120 	 130 	 139 	 149 	 146 	 143 	 157 	 120 	 137 
18								 10 	 15 	 5 	 25 	 20 	 15 	 40 	 28 	 25 	 42 	 50 	 47 	 60 	 58 	 74 	 74 	 71 	 63 	 57 	 46 
60								 85 	 75 	 70 	 70 	 55 	 65 	 90 	 106 	 69 	 81 	 84 	 100 	 83 	 79 	 78 	 80 	 95 	 86 	 101 	 81 
25								 44 	 40 	 20 	 50 	 45 	 40 	 60 	 57 	 64 	 54 	 75 	 54 	 67 	 68 	 62 	 71 	 65 	 70 	 66 	 45 
12								 35 	 25 	 10 	 25 	 15 	 15 	 15 	 22 	 23 	 17 	 19 	 25 	 17 	 26 	 28 	 19 	 16 	 23 	 26 	 23 
49								 55 	 50 	 50 	 70 	 45 	 55 	 60 	 63 	 64 	 61 	 65 	 68 	 81 	 76 	 68 	 92 	 107 	 96 	 88 	 93 
15								 40 	 35 	 20 	 30 	 30 	 30 	 50 	 52 	 53 	 56 	 62 	 52 	 53 	 72 	 54 	 67 	 56 	 62 	 57 	 49 
22								 30 	 20 	 10 	 15 	 10 	 20 	 30 	 24 	 32 	 27 	 38 	 40 	 45 	 32 	 35 	 38 	 48 	 45 	 41 	 34 
20								 62 	 31 	 17 	 15 	 25 	 20 	 25 	 26 	 28 	 33 	 42 	 43 	 29 	 32 	 31 	 31 	 34 	 38 	 43 	 39 
25								 30 	 35 	 20 	 35 	 30 	 40 	 40 	 55 	 52 	 52 	 53 	 50 	 56 	 58 	 46 	 59 	 60 	 47 	 42 	 51 
25								 25 	 20 	 15 	 30 	 35 	 30 	 30 	 38 	 33 	 39 	 40 	 40 	 57 	 52 	 47 	 52 	 32 	 47 	 48 	 36 
64								71.1638250556	71.1638250556	71.1638250556	51.4040029652	51.4040029652	51.3802816901	65.233506301	65.233506301	65.233506301	65.233506301	66.4195700519	66.4195700519	66.4195700519	66.4195700519	66.4195700519	71.1638250556	71.1638250556	71.1638250556	71.1638250556	71.1638250556
42								46.7012601927	46.7012601927	46.7012601927	33.7338769459	33.7338769459	33.7183098592	42.80948851	42.80948851	42.80948851	42.80948851	43.5878428466	43.5878428466	43.5878428466	43.5878428466	43.5878428466	46.7012601927	46.7012601927	46.7012601927	46.7012601927	46.7012601927
12								13.3432171979	13.3432171979	13.3432171979	9.638250556	9.638250556	9.6338028169	12.2312824314	12.2312824314	12.2312824314	12.2312824314	12.4536693847	12.4536693847	12.4536693847	12.4536693847	12.4536693847	13.3432171979	13.3432171979	13.3432171979	13.3432171979	13.3432171979
12								13.3432171979	13.3432171979	13.3432171979	9.638250556	9.638250556	9.6338028169	12.2312824314	12.2312824314	12.2312824314	12.2312824314	12.4536693847	12.4536693847	12.4536693847	12.4536693847	12.4536693847	13.3432171979	13.3432171979	13.3432171979	13.3432171979	13.3432171979
12								13.3432171979	13.3432171979	13.3432171979	9.638250556	9.638250556	9.6338028169	12.2312824314	12.2312824314	12.2312824314	12.2312824314	12.4536693847	12.4536693847	12.4536693847	12.4536693847	12.4536693847	13.3432171979	13.3432171979	13.3432171979	13.3432171979	13.3432171979
377								419.1994069681	419.1994069681	419.1994069681	302.8017049666	302.8017049666	302.661971831	384.2661230541	384.2661230541	384.2661230541	384.2661230541	391.2527798369	391.2527798369	391.2527798369	391.2527798369	391.2527798369	419.1994069681	419.1994069681	419.1994069681	419.1994069681	419.1994069681
31								34.4699777613	34.4699777613	34.4699777613	24.8988139362	24.8988139362	24.8873239437	31.5974796145	31.5974796145	31.5974796145	31.5974796145	32.1719792439	32.1719792439	32.1719792439	32.1719792439	32.1719792439	34.4699777613	34.4699777613	34.4699777613	34.4699777613	34.4699777613
20								22.2386953299	22.2386953299	22.2386953299	16.0637509266	16.0637509266	16.0563380282	20.3854707191	20.3854707191	20.3854707191	20.3854707191	20.7561156412	20.7561156412	20.7561156412	20.7561156412	20.7561156412	22.2386953299	22.2386953299	22.2386953299	22.2386953299	22.2386953299
26								28.9103039288	28.9103039288	28.9103039288	20.8828762046	20.8828762046	20.8732394366	26.5011119348	26.5011119348	26.5011119348	26.5011119348	26.9829503336	26.9829503336	26.9829503336	26.9829503336	26.9829503336	28.9103039288	28.9103039288	28.9103039288	28.9103039288	28.9103039288
73								81.171237954	81.171237954	81.171237954	58.6326908821	58.6326908821	58.6056338028	74.4069681245	74.4069681245	74.4069681245	74.4069681245	75.7598220904	75.7598220904	75.7598220904	75.7598220904	75.7598220904	81.171237954	81.171237954	81.171237954	81.171237954	81.171237954
50								55.5967383247	55.5967383247	55.5967383247	40.1593773165	40.1593773165	40.1408450704	50.9636767976	50.9636767976	50.9636767976	50.9636767976	51.890289103	51.890289103	51.890289103	51.890289103	51.890289103	55.5967383247	55.5967383247	55.5967383247	55.5967383247	55.5967383247
48								53.3728687917	53.3728687917	53.3728687917	38.5530022239	38.5530022239	38.5352112676	48.9251297257	48.9251297257	48.9251297257	48.9251297257	49.8146775389	49.8146775389	49.8146775389	49.8146775389	49.8146775389	53.3728687917	53.3728687917	53.3728687917	53.3728687917	53.3728687917
15								16.6790214974	16.6790214974	16.6790214974	12.047813195	12.047813195	12.0422535211	15.2891030393	15.2891030393	15.2891030393	15.2891030393	15.5670867309	15.5670867309	15.5670867309	15.5670867309	15.5670867309	16.6790214974	16.6790214974	16.6790214974	16.6790214974	16.6790214974
10								11.1193476649	11.1193476649	11.1193476649	8.0318754633	8.0318754633	8.0281690141	10.1927353595	10.1927353595	10.1927353595	10.1927353595	10.3780578206	10.3780578206	10.3780578206	10.3780578206	10.3780578206	11.1193476649	11.1193476649	11.1193476649	11.1193476649	11.1193476649
190								211.2676056338	211.2676056338	211.2676056338	152.6056338028	152.6056338028	152.5352112676	193.661971831	193.661971831	193.661971831	193.661971831	197.1830985916	197.1830985916	197.1830985916	197.1830985916	197.1830985916	211.2676056338	211.2676056338	211.2676056338	211.2676056338	211.2676056338
24								26.6864343958	26.6864343958	26.6864343958	19.2765011119	19.2765011119	19.2676056338	24.4625648629	24.4625648629	24.4625648629	24.4625648629	24.9073387695	24.9073387695	24.9073387695	24.9073387695	24.9073387695	26.6864343958	26.6864343958	26.6864343958	26.6864343958	26.6864343958
30								33.3580429948	33.3580429948	33.3580429948	24.0956263899	24.0956263899	24.0845070423	30.5782060786	30.5782060786	30.5782060786	30.5782060786	31.1341734618	31.1341734618	31.1341734618	31.1341734618	31.1341734618	33.3580429948	33.3580429948	33.3580429948	33.3580429948	33.3580429948
193								214.6034099333	214.6034099333	214.6034099333	155.0151964418	155.0151964418	154.9436619718	196.7197924388	196.7197924388	196.7197924388	196.7197924388	200.2965159377	200.2965159377	200.2965159377	200.2965159377	200.2965159377	214.6034099333	214.6034099333	214.6034099333	214.6034099333	214.6034099333
61								67.8280207561	67.8280207561	67.8280207561	48.9944403262	48.9944403262	48.9718309859	62.1756856931	62.1756856931	62.1756856931	62.1756856931	63.3061527057	63.3061527057	63.3061527057	63.3061527057	63.3061527057	67.8280207561	67.8280207561	67.8280207561	67.8280207561	67.8280207561
38								42.2535211268	42.2535211268	42.2535211268	30.5211267606	30.5211267606	30.5070422535	38.7323943662	38.7323943662	38.7323943662	38.7323943662	39.4366197183	39.4366197183	39.4366197183	39.4366197183	39.4366197183	42.2535211268	42.2535211268	42.2535211268	42.2535211268	42.2535211268
305								339.1401037806	339.1401037806	339.1401037806	244.9722016308	244.9722016308	244.8591549296	310.8784284655	310.8784284655	310.8784284655	310.8784284655	316.5307635285	316.5307635285	316.5307635285	316.5307635285	316.5307635285	339.1401037806	339.1401037806	339.1401037806	339.1401037806	339.1401037806
20								22.2386953299	22.2386953299	22.2386953299	16.0637509266	16.0637509266	16.0563380282	20.3854707191	20.3854707191	20.3854707191	20.3854707191	20.7561156412	20.7561156412	20.7561156412	20.7561156412	20.7561156412	22.2386953299	22.2386953299	22.2386953299	22.2386953299	22.2386953299
70								77.8354336546	77.8354336546	77.8354336546	56.2231282431	56.2231282431	56.1971830986	71.3491475167	71.3491475167	71.3491475167	71.3491475167	72.6464047443	72.6464047443	72.6464047443	72.6464047443	72.6464047443	77.8354336546	77.8354336546	77.8354336546	77.8354336546	77.8354336546
50								55.5967383247	55.5967383247	55.5967383247	40.1593773165	40.1593773165	40.1408450704	50.9636767976	50.9636767976	50.9636767976	50.9636767976	51.890289103	51.890289103	51.890289103	51.890289103	51.890289103	55.5967383247	55.5967383247	55.5967383247	55.5967383247	55.5967383247
28								31.1341734618	31.1341734618	31.1341734618	22.4892512973	22.4892512973	22.4788732394	28.5396590067	28.5396590067	28.5396590067	28.5396590067	29.0585618977	29.0585618977	29.0585618977	29.0585618977	29.0585618977	31.1341734618	31.1341734618	31.1341734618	31.1341734618	31.1341734618
25								27.7983691623	27.7983691623	27.7983691623	20.0796886583	20.0796886583	20.0704225352	25.4818383988	25.4818383988	25.4818383988	25.4818383988	25.9451445515	25.9451445515	25.9451445515	25.9451445515	25.9451445515	27.7983691623	27.7983691623	27.7983691623	27.7983691623	27.7983691623
31								34.4699777613	34.4699777613	34.4699777613	24.8988139362	24.8988139362	24.8873239437	31.5974796145	31.5974796145	31.5974796145	31.5974796145	32.1719792439	32.1719792439	32.1719792439	32.1719792439	32.1719792439	34.4699777613	34.4699777613	34.4699777613	34.4699777613	34.4699777613
358								398.0726464047	398.0726464047	398.0726464047	287.5411415864	287.5411415864	287.4084507042	364.899925871	364.899925871	364.899925871	364.899925871	371.5344699778	371.5344699778	371.5344699778	371.5344699778	371.5344699778	398.0726464047	398.0726464047	398.0726464047	398.0726464047	398.0726464047
20								22.2386953299	22.2386953299	22.2386953299	16.0637509266	16.0637509266	16.0563380282	20.3854707191	20.3854707191	20.3854707191	20.3854707191	20.7561156412	20.7561156412	20.7561156412	20.7561156412	20.7561156412	22.2386953299	22.2386953299	22.2386953299	22.2386953299	22.2386953299
20								22.2386953299	22.2386953299	22.2386953299	16.0637509266	16.0637509266	16.0563380282	20.3854707191	20.3854707191	20.3854707191	20.3854707191	20.7561156412	20.7561156412	20.7561156412	20.7561156412	20.7561156412	22.2386953299	22.2386953299	22.2386953299	22.2386953299	22.2386953299
443								492.5871015567	492.5871015567	492.5871015567	355.8120830245	355.8120830245	355.6478873239	451.538176427	451.538176427	451.538176427	451.538176427	459.7479614529	459.7479614529	459.7479614529	459.7479614529	459.7479614529	492.5871015567	492.5871015567	492.5871015567	492.5871015567	492.5871015567
20								33.6134453782	33.6134453782	33.6134453782	24.6521008403	24.6521008403	24.6453781513	31.9327731092	31.9327731092	31.9327731092	31.9327731092	21.512605042	21.512605042	21.512605042	21.512605042	21.512605042	33.6134453782	33.6134453782	33.6134453782	33.6134453782	33.6134453782
85								142.8571428571	142.8571428571	142.8571428571	104.7714285714	104.7714285714	104.7428571429	135.7142857143	135.7142857143	135.7142857143	135.7142857143	91.4285714286	91.4285714286	91.4285714286	91.4285714286	91.4285714286	142.8571428571	142.8571428571	142.8571428571	142.8571428571	142.8571428571
17								28.5714285714	28.5714285714	28.5714285714	20.9542857143	20.9542857143	20.9485714286	27.1428571429	27.1428571429	27.1428571429	27.1428571429	18.2857142857	18.2857142857	18.2857142857	18.2857142857	18.2857142857	28.5714285714	28.5714285714	28.5714285714	28.5714285714	28.5714285714
23								38.6554621849	38.6554621849	38.6554621849	28.3499159664	28.3499159664	28.3421848739	36.7226890756	36.7226890756	36.7226890756	36.7226890756	24.7394957983	24.7394957983	24.7394957983	24.7394957983	24.7394957983	38.6554621849	38.6554621849	38.6554621849	38.6554621849	38.6554621849
59								99.1596638655	99.1596638655	99.1596638655	72.723697479	72.723697479	72.7038655462	94.2016806723	94.2016806723	94.2016806723	94.2016806723	63.4621848739	63.4621848739	63.4621848739	63.4621848739	63.4621848739	99.1596638655	99.1596638655	99.1596638655	99.1596638655	99.1596638655
20								33.6134453782	33.6134453782	33.6134453782	24.6521008403	24.6521008403	24.6453781513	31.9327731092	31.9327731092	31.9327731092	31.9327731092	21.512605042	21.512605042	21.512605042	21.512605042	21.512605042	33.6134453782	33.6134453782	33.6134453782	33.6134453782	33.6134453782
50								84.0336134454	84.0336134454	84.0336134454	61.6302521008	61.6302521008	61.6134453782	79.8319327731	79.8319327731	79.8319327731	79.8319327731	53.781512605	53.781512605	53.781512605	53.781512605	53.781512605	84.0336134454	84.0336134454	84.0336134454	84.0336134454	84.0336134454
24								40.3361344538	40.3361344538	40.3361344538	29.5825210084	29.5825210084	29.5744537815	38.3193277311	38.3193277311	38.3193277311	38.3193277311	25.8151260504	25.8151260504	25.8151260504	25.8151260504	25.8151260504	40.3361344538	40.3361344538	40.3361344538	40.3361344538	40.3361344538
20								33.6134453782	33.6134453782	33.6134453782	24.6521008403	24.6521008403	24.6453781513	31.9327731092	31.9327731092	31.9327731092	31.9327731092	21.512605042	21.512605042	21.512605042	21.512605042	21.512605042	33.6134453782	33.6134453782	33.6134453782	33.6134453782	33.6134453782
