100,1,101/2
908,43,1321/2
873,6,1039/2
763,2,473
872,28,542
1077,55,1533/2
815,22,1063/2
687,4,501
721,4,881/2
888,7,611
984,19,1481/2
517,37,368
703,10,907/2
552,24,657/2
844,62,581
844,15,588
717,31,931/2
957,10,1299/2
1039,57,1471/2
852,17,566
755,10,1085/2
917,10,620
840,18,596
899,107,1335/2
658,21,385
1027,11,647
655,2,975/2
664,4,439
923,9,630
1000,6,1317/2
723,19,484
811,73,1139/2
885,7,620
853,3,1185/2
809,47,533
707,41,473
833,8,1125/2
798,2,516
793,1,512
984,12,1455/2
