137,4,157/2
964,44,708
1088,6,1429/2
942,2,710
1118,20,1557/2
684,10,921/2
1021,17,1383/2
764,2,1043/2
789,24,513
957,10,696
846,2,568
959,8,1367/2
811,17,1139/2
822,4,1131/2
1020,58,666
986,40,658
974,22,583
793,5,1169/2
903,2,1411/2
812,32,587
897,10,645
1031,3,1389/2
923,26,1367/2
782,40,1137/2
1073,18,1511/2
1064,1,671
742,3,1091/2
716,40,981/2
1067,8,1549/2
975,6,665
895,2,610
891,33,651
945,7,702
593,2,851/2
1046,12,739
1060,8,1397/2
1079,39,1397/2
801,4,1109/2
764,6,536
803,5,563
